step,episode,reward,length
1643749,1004,-2.000000,3181
1647434,1005,1.000000,3685
1649676,1006,-14.000000,2242
1653012,1007,-7.000000,3336
1655734,1008,-12.000000,2722
1658880,1009,-6.000000,3146
1661862,1010,-5.000000,2982
1665666,1011,-1.000000,3804
1669156,1012,-6.000000,3490
1672460,1013,-2.000000,3304
1675733,1014,-5.000000,3273
1679063,1015,-4.000000,3330
1682058,1016,-6.000000,2995
1684751,1017,-8.000000,2693
1688693,1018,1.000000,3942
1691884,1019,8.000000,3191
1696071,1020,-5.000000,4187
1699914,1021,-1.000000,3843
1703943,1022,2.000000,4029
1706894,1023,-8.000000,2951
1710718,1024,-2.000000,3824
1714655,1025,3.000000,3937
1718400,1026,-2.000000,3745
1721402,1027,-5.000000,3002
1725699,1028,-2.000000,4297
1728515,1029,-7.000000,2816
1732434,1030,-2.000000,3919
1733301,1031,-20.000000,867
1737254,1032,-3.000000,3953
1740769,1033,-3.000000,3515
1744252,1034,-6.000000,3483
1747891,1035,2.000000,3639
1751532,1036,-1.000000,3641
1754355,1037,-7.000000,2823
1757063,1038,-8.000000,2708
1760368,1039,6.000000,3305
1763548,1040,-4.000000,3180
1766928,1041,4.000000,3380
1771229,1042,-2.000000,4301
1774338,1043,-8.000000,3109
1777689,1044,-5.000000,3351
1781988,1045,-1.000000,4299
1785011,1046,-7.000000,3023
1788115,1047,-6.000000,3104
1792238,1048,1.000000,4123
1795292,1049,6.000000,3054
1797927,1050,-10.000000,2635
1801617,1051,2.000000,3690
1804782,1052,-6.000000,3165
1808223,1053,-6.000000,3441
1811385,1054,-6.000000,3162
1815225,1055,2.000000,3840
1818035,1056,-9.000000,2810
1821503,1057,-5.000000,3468
1823786,1058,-11.000000,2283
1826667,1059,-8.000000,2881
1830191,1060,-1.000000,3524
1834178,1061,3.000000,3987
1837671,1062,-3.000000,3493
1841154,1063,-2.000000,3483
1844622,1064,-7.000000,3468
1847779,1065,7.000000,3157
1851178,1066,4.000000,3399
1854318,1067,-6.000000,3140
1856977,1068,-7.000000,2659
1860349,1069,2.000000,3372
1863484,1070,7.000000,3135
1866480,1071,-4.000000,2996
1869857,1072,3.000000,3377
1873336,1073,-1.000000,3479
1876640,1074,10.000000,3304
1879688,1075,-11.000000,3048
1883406,1076,-2.000000,3718
1886434,1077,-4.000000,3028
1890652,1078,-1.000000,4218
1894566,1079,6.000000,3914
1898824,1080,-5.000000,4258
1903475,1081,2.000000,4651
1907739,1082,-1.000000,4264
1911082,1083,-8.000000,3343
1915223,1084,2.000000,4141
1919357,1085,3.000000,4134
1922981,1086,6.000000,3624
1926296,1087,3.000000,3315
1929958,1088,-2.000000,3662
1934285,1089,5.000000,4327
1937209,1090,-6.000000,2924
1940450,1091,-3.000000,3241
1944132,1092,-3.000000,3682
1947576,1093,-2.000000,3444
1951539,1094,3.000000,3963
1954461,1095,-7.000000,2922
1958026,1096,-5.000000,3565
1961749,1097,4.000000,3723
1965879,1098,-2.000000,4130
1969139,1099,3.000000,3260
1972069,1100,-8.000000,2930
1975978,1101,-2.000000,3909
1979758,1102,-4.000000,3780
1983695,1103,4.000000,3937
1987573,1104,-2.000000,3878
1991385,1105,-4.000000,3812
1995430,1106,-2.000000,4045
1999402,1107,-1.000000,3972
2003011,1108,-6.000000,3609
2006474,1109,1.000000,3463
2010655,1110,3.000000,4181
2015036,1111,4.000000,4381
2018423,1112,-1.000000,3387
2021933,1113,3.000000,3510
2025187,1114,-4.000000,3254
2028755,1115,5.000000,3568
2032698,1116,3.000000,3943
2036703,1117,3.000000,4005
2040126,1118,2.000000,3423
2043663,1119,-6.000000,3537
2046975,1120,1.000000,3312
2050496,1121,4.000000,3521
2053337,1122,-6.000000,2841
2056748,1123,-3.000000,3411
2060212,1124,-5.000000,3464
2064444,1125,1.000000,4232
2068241,1126,-2.000000,3797
2071772,1127,-5.000000,3531
2075851,1128,-4.000000,4079
2079857,1129,-1.000000,4006
2083736,1130,3.000000,3879
2087707,1131,-1.000000,3971
2091551,1132,-3.000000,3844
2094922,1133,-4.000000,3371
2097652,1134,11.000000,2730
2100505,1135,8.000000,2853
2103815,1136,-3.000000,3310
2107605,1137,2.000000,3790
2110672,1138,9.000000,3067
2114183,1139,3.000000,3511
2117628,1140,-4.000000,3445
2121348,1141,2.000000,3720
2125163,1142,4.000000,3815
2128830,1143,7.000000,3667
2132177,1144,5.000000,3347
2136204,1145,-1.000000,4027
2139272,1146,7.000000,3068
2142799,1147,5.000000,3527
2146576,1148,2.000000,3777
2150728,1149,1.000000,4152
2154360,1150,6.000000,3632
2158255,1151,-2.000000,3895
2162414,1152,6.000000,4159
2166017,1153,2.000000,3603
2169896,1154,2.000000,3879
2172895,1155,13.000000,2999
2176349,1156,6.000000,3454
2180210,1157,-2.000000,3861
2184011,1158,3.000000,3801
2187794,1159,6.000000,3783
2191581,1160,7.000000,3787
2195118,1161,4.000000,3537
2198854,1162,3.000000,3736
2201818,1163,13.000000,2964
2203991,1164,14.000000,2173
2207076,1165,9.000000,3085
2210499,1166,-3.000000,3423
2214582,1167,2.000000,4083
2218289,1168,3.000000,3707
2221860,1169,8.000000,3571
2225291,1170,-6.000000,3431
2229133,1171,2.000000,3842
2233609,1172,-1.000000,4476
2236617,1173,-8.000000,3008
2240259,1174,6.000000,3642
2243461,1175,3.000000,3202
2246747,1176,8.000000,3286
2250055,1177,7.000000,3308
2253389,1178,5.000000,3334
2257140,1179,-1.000000,3751
2259844,1180,10.000000,2704
2262923,1181,7.000000,3079
2265829,1182,11.000000,2906
2269786,1183,-1.000000,3957
2273955,1184,-5.000000,4169
2277291,1185,5.000000,3336
2280830,1186,-7.000000,3539
2284499,1187,3.000000,3669
2287316,1188,13.000000,2817
2291300,1189,5.000000,3984
2295632,1190,-1.000000,4332
2299455,1191,-1.000000,3823
2302907,1192,1.000000,3452
2306674,1193,1.000000,3767
2310105,1194,6.000000,3431
2312644,1195,12.000000,2539
2316420,1196,6.000000,3776
2319725,1197,11.000000,3305
2323044,1198,8.000000,3319
2326826,1199,7.000000,3782
2329879,1200,11.000000,3053
2333576,1201,3.000000,3697
2336849,1202,3.000000,3273
2339938,1203,-9.000000,3089
2342997,1204,-7.000000,3059
2347225,1205,-3.000000,4228
2350599,1206,6.000000,3374
2354384,1207,3.000000,3785
2357246,1208,8.000000,2862
2361777,1209,3.000000,4531
2365583,1210,-2.000000,3806
2368845,1211,13.000000,3262
2372232,1212,3.000000,3387
2375839,1213,5.000000,3607
2378966,1214,-3.000000,3127
2382270,1215,-2.000000,3304
2385606,1216,2.000000,3336
2388802,1217,6.000000,3196
2391902,1218,12.000000,3100
2395801,1219,1.000000,3899
2399224,1220,-2.000000,3423
2402407,1221,3.000000,3183
2405380,1222,10.000000,2973
2408211,1223,10.000000,2831
2412324,1224,4.000000,4113
2415594,1225,9.000000,3270
2418641,1226,10.000000,3047
2421803,1227,13.000000,3162
2424940,1228,10.000000,3137
2428616,1229,-5.000000,3676
2432719,1230,3.000000,4103
2436681,1231,-1.000000,3962
2440607,1232,5.000000,3926
2444055,1233,10.000000,3448
2447039,1234,12.000000,2984
2450769,1235,2.000000,3730
2454441,1236,4.000000,3672
2458021,1237,5.000000,3580
2461832,1238,6.000000,3811
2465876,1239,-3.000000,4044
2469232,1240,8.000000,3356
2471890,1241,14.000000,2658
2475353,1242,8.000000,3463
2478220,1243,10.000000,2867
2482311,1244,-2.000000,4091
2485662,1245,5.000000,3351
2488967,1246,7.000000,3305
2493762,1247,1.000000,4795
2497719,1248,6.000000,3957
2500920,1249,3.000000,3201
2503660,1250,12.000000,2740
2507638,1251,-2.000000,3978
2511515,1252,1.000000,3877
2515700,1253,4.000000,4185
2519577,1254,4.000000,3877
2523382,1255,6.000000,3805
2526478,1256,10.000000,3096
2529237,1257,11.000000,2759
2532880,1258,3.000000,3643
2537068,1259,-4.000000,4188
2541169,1260,2.000000,4101
2544747,1261,6.000000,3578
2547480,1262,11.000000,2733
2551544,1263,2.000000,4064
2554596,1264,8.000000,3052
2557712,1265,6.000000,3116
2560669,1266,11.000000,2957
2564574,1267,8.000000,3905
2567789,1268,7.000000,3215
2571472,1269,6.000000,3683
2574280,1270,10.000000,2808
2577541,1271,6.000000,3261
2580405,1272,10.000000,2864
2583965,1273,2.000000,3560
2587572,1274,11.000000,3607
2590644,1275,11.000000,3072
2594231,1276,5.000000,3587
2598373,1277,1.000000,4142
2600938,1278,14.000000,2565
2604142,1279,2.000000,3204
2608047,1280,3.000000,3905
2611059,1281,9.000000,3012
2614176,1282,9.000000,3117
2617016,1283,9.000000,2840
2621280,1284,5.000000,4264
2624416,1285,12.000000,3136
2628677,1286,-2.000000,4261
2632145,1287,9.000000,3468
2635427,1288,9.000000,3282
2639171,1289,5.000000,3744
2642760,1290,7.000000,3589
2645941,1291,6.000000,3181
2649424,1292,3.000000,3483
2652481,1293,9.000000,3057
2656006,1294,8.000000,3525
2659387,1295,5.000000,3381
2662579,1296,7.000000,3192
2665744,1297,8.000000,3165
2669603,1298,10.000000,3859
2671616,1299,18.000000,2013
2674322,1300,10.000000,2706
2677686,1301,6.000000,3364
2680555,1302,11.000000,2869
2683872,1303,5.000000,3317
2686738,1304,10.000000,2866
2690119,1305,6.000000,3381
2693459,1306,6.000000,3340
2696495,1307,12.000000,3036
2700094,1308,-1.000000,3599
2703072,1309,7.000000,2978
2705195,1310,19.000000,2123
2708281,1311,11.000000,3086
2711456,1312,2.000000,3175
2715038,1313,5.000000,3582
2717782,1314,8.000000,2744
2721006,1315,8.000000,3224
2724631,1316,4.000000,3625
2728073,1317,7.000000,3442
2731429,1318,11.000000,3356
2734849,1319,7.000000,3420
2737973,1320,4.000000,3124
2740922,1321,13.000000,2949
2743558,1322,16.000000,2636
2747059,1323,8.000000,3501
2751010,1324,6.000000,3951
2755234,1325,3.000000,4224
2757791,1326,12.000000,2557
2761047,1327,7.000000,3256
2763607,1328,14.000000,2560
2766189,1329,11.000000,2582
2768923,1330,9.000000,2734
2771627,1331,11.000000,2704
2775370,1332,2.000000,3743
2777765,1333,14.000000,2395
2780539,1334,12.000000,2774
2783224,1335,13.000000,2685
2786257,1336,8.000000,3033
2789266,1337,8.000000,3009
2792723,1338,9.000000,3457
2794931,1339,16.000000,2208
2797944,1340,9.000000,3013
2800628,1341,8.000000,2684
2803990,1342,7.000000,3362
2806638,1343,13.000000,2648
2809064,1344,12.000000,2426
2811934,1345,8.000000,2870
2814944,1346,9.000000,3010
2817793,1347,12.000000,2849
2820956,1348,-1.000000,3163
2824169,1349,7.000000,3213
2826774,1350,16.000000,2605
2829852,1351,9.000000,3078
2832622,1352,12.000000,2770
2834930,1353,14.000000,2308
2837149,1354,16.000000,2219
2840325,1355,7.000000,3176
2842716,1356,14.000000,2391
2845224,1357,10.000000,2508
2848480,1358,8.000000,3256
2852293,1359,-2.000000,3813
2855292,1360,5.000000,2999
2858421,1361,5.000000,3129
2861322,1362,9.000000,2901
2864735,1363,4.000000,3413
2867595,1364,9.000000,2860
2871224,1365,3.000000,3629
2874450,1366,11.000000,3226
2876901,1367,13.000000,2451
2879063,1368,17.000000,2162
2881978,1369,11.000000,2915
2884284,1370,14.000000,2306
2886767,1371,12.000000,2483
2889357,1372,11.000000,2590
2892566,1373,9.000000,3209
2895922,1374,8.000000,3356
2899052,1375,10.000000,3130
2901603,1376,11.000000,2551
2904781,1377,2.000000,3178
2908015,1378,6.000000,3234
2910937,1379,-2.000000,2922
2913655,1380,8.000000,2718
2916754,1381,6.000000,3099
2919201,1382,13.000000,2447
2923075,1383,-1.000000,3874
2926168,1384,-2.000000,3093
2928566,1385,13.000000,2398
2930866,1386,11.000000,2300
2933549,1387,11.000000,2683
2936205,1388,15.000000,2656
2938923,1389,8.000000,2718
2941161,1390,15.000000,2238
2943863,1391,13.000000,2702
2946909,1392,12.000000,3046
2949861,1393,7.000000,2952
2952868,1394,10.000000,3007
2955525,1395,12.000000,2657
2958240,1396,8.000000,2715
2960886,1397,11.000000,2646
2963670,1398,9.000000,2784
2965880,1399,14.000000,2210
2968833,1400,6.000000,2953
2971566,1401,9.000000,2733
2974067,1402,18.000000,2501
2977196,1403,8.000000,3129
2979361,1404,17.000000,2165
2982472,1405,12.000000,3111
2984827,1406,15.000000,2355
2987449,1407,13.000000,2622
2989853,1408,15.000000,2404
2993060,1409,7.000000,3207
2996175,1410,9.000000,3115
2998837,1411,13.000000,2662
